,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
2055,Education Student Teaching (EDST),EDST 4390. Teaching Internship I.,3,5,3,Credit/No Credit,"In this course students will apply knowledge and skills learned during the teacher preparation program while serving as teacher of record in a public school classroom under supervision of university faculty and mentorship by school district personnel. The internship is available to graduate or post-baccalaureate students who have met all admittance and preparation criteria and hold a Texas probationary or intern teaching certificate. Students serving as interns are expected to follow all district, university, and state policies, and will receive course credit after completion of EDST 4391 and being recommended for standard teacher certification by the university and the school. Prerequisites: A minimum 2.75 Overall GPA and departmental approval."
2056,Education Student Teaching (EDST),EDST 4391. Teaching Internship II.,3,5,3,Credit/No Credit,"In this course students will apply knowledge and skills learned during the teacher preparation program while serving as teacher of record in a public school classroom under supervision of university faculty and mentorship by school district personnel. The internship is available to graduate or post-baccalaureate students who have met all admittance and preparation criteria and hold a Texas probationary or intern teaching certificate.  Students serving as interns are expected to follow all district, university, and state policies, and will receive course credit after being recommended for standard teacher certification by the university and the school. Prerequisite: EDST 4390 with a grade of ""D"" or better and a minimum 2.75 Overall GPA and department approval."
2057,Education Student Teaching (EDST),EDST 4680. Student Teaching 4-8.,6,1,4,Credit/No Credit,"Students will apply knowledge and skills learned during the teacher preparation program while engaging in clinical practice with experienced 4-8 mentor teachers in school settings with university instruction and supervision. This culminating experience is required for Texas teacher certification. Prerequisites: Admittance to the Educator Preparation Program; 2.75 Overall GPA; additional coursework may not be taken concurrently; for undergraduate students, all other degree-required coursework must be completed; for graduate and post-baccalaureate students, all other certification coursework must be completed; requires departmental approval through Office of Educator Preparation application process."
2058,Education Student Teaching (EDST),EDST 4681. Student Teaching 7-12.,6,1,4,Credit/No Credit,"Students will apply knowledge and skills learned during the teacher preparation program while engaging in clinical practice with experienced 7-12 mentor teachers in school settings with university instruction and supervision. This culminating experience is required for Texas teacher certification. Prerequisites: Admittance to the Educator Preparation Program; 2.75 Overall GPA; additional coursework may not be taken concurrently; for undergraduate students, all other degree-required coursework must be completed; for graduate and post-baccalaureate students, all other certification coursework must be completed; requires departmental approval through Office of Educator Preparation application process."
2059,Education Student Teaching (EDST),EDST 4687. Student Teaching EC-6.,6,1,4,Credit/No Credit,"Students will apply knowledge and skills learned during the teacher preparation program while engaging in clinical practice with experienced EC-6 mentor teachers in school settings with university instruction and supervision. This culminating experience is required for Texas teacher certification. Prerequisites: Admittance to the Educator Preparation Program; 2.75 Overall GPA; additional coursework may not be taken concurrently; for undergraduate students, all other degree-required coursework must be completed; for graduate and post-baccalaureate students, all other certification coursework must be completed; requires departmental approval through Office of Educator Preparation application process."
2060,Education Student Teaching (EDST),EDST 5291. Teaching Internship II.,3,5,3,Credit/No Credit,"In this course students apply knowledge and skills learned during the teacher preparation program and serve as teacher-of-record in a public school classroom under the supervision of university faculty and mentorship of school district personnel. The internship is available to graduate or post-baccalaureate students who have met all admittance and preparation criteria and hold a Texas probationary or intern teaching certificate. Students serving as interns are expected to follow all district, university, and state policies, and will receive course credit after completion of EDST 5590 and 5291 and being recommended for standard teacher certification by the university and the school. Prerequisite: EDST 5590 with a minimum grade of ""B"" or better and a minimum 2.75 Overall GPA and departmental approval."
2061,Education Student Teaching (EDST),EDST 5590. Teaching Internship I.,5,5,3,Credit/No Credit,"In this course students apply knowledge and skills learned during the teacher preparation program and serve as teacher-of-record in a public school classroom under the supervision of university faculty and mentorship of school district personnel. The internship is available to graduate or post-baccalaureate students who have met all admittance and preparation criteria and hold a Texas probationary or intern teaching certificate. Students serving as interns are expected to follow all district, university, and state policies, and will receive course credit after completion of EDST 5590 and 5291 and being recommended for standard teacher certification by the university and the school. Prerequisite: A minimum 2.75 Overall GPA and departmental approval."
2062,Electrical Engineering (EE),EE 2400. Circuits I.,4,3,2,Standard Letter,"This course provides an introduction to the profession of Electrical Engineering and its specialties. Fundamental DC and sinusoidal steady-state circuit analysis techniques include Ohm's law, power, Kirchoff's laws, and Thevenin and Norton equivalent circuits. Prerequisites: MATH 2471 with a grade of ""C"" or better."
2063,Electrical Engineering (EE),EE 2420. Digital Logic.,4,3,2,Standard Letter,"An introduction to fundamental computer technologies, including Boolean logic design, logic circuits and devices, and basic computer hardware are studied. Laboratories provide hands-on experience with electricity, combinational and sequential digital circuits, and computer hardware. Corequisite: CS 1428 with a grade of ""C"" or better."
2064,Electrical Engineering (EE),EE 3326. Numerical and Scientific Data Analysis Using Python.,3,2,2,Standard Letter,"This course introduces Python programming for engineers. Topics include basics of Python programming, introduction to numerical Python (NumPy), scientific programming using Python (SciPy), data visualization using Matplotlib, data processing using Pandas and introduction to Object Oriented Programming using Python.   Prerequisite: CS 1342 or CS 1428 either with a grade of ""C"" or better."
2065,Electrical Engineering (EE),EE 3340. Electromagnetics.,3,3,0,Standard Letter,"Topics in this course include wave propagation, Maxwell’s equations, transmission lines, wave guides, and antennas. Prerequisite: EE 3400 and MATH 2393 and PHYS 2425 and PHYS 2435 all with grades of ""C"" or better."
2066,Electrical Engineering (EE),EE 3350. Electronics I.,3,3,2,Standard Letter,"Analysis and design of active device equivalent circuits with emphasis on transistors, switching circuits, and operational amplifiers. Prerequisites: EE 3400 with a grade of ""C"" or better."
2067,Electrical Engineering (EE),EE 3355. Solid State Devices.,3,3,0,Standard Letter,"Semiconductor materials, principles of carrier motion, operating principles and circuit models for diodes, bipolar transistors and field-effect transistors. Introduction to integrated circuits. Prerequisite: EE 3400 and PHYS 2425 both with grades of ""C"" or better."
2068,Electrical Engineering (EE),EE 3370. Signals and Systems.,3,3,0,Standard Letter,"Frequency domain representation of signals and systems and frequency domain concepts for circuit analysis and design. Transfer function and frequency response, Laplace and z-transforms, Fourier series, Fourier transform, and sampling. Prerequisite: EE 3400 with a grade of ""C"" or better."
2069,Electrical Engineering (EE),EE 3400. Circuits II.,4,3,2,Standard Letter,"This course includes a brief review of EE 2400, transient analysis, application of Laplace transforms, Bode plots, and network principles.  Materials learning in EE 2400 is extended and applied here. Prerequisites: EE 2400 and MATH 3323 both with grades of ""C"" or better."
2070,Electrical Engineering (EE),EE 3420. Microprocessors.,4,3,3,Standard Letter,"Introduction to microprocessors, principles of operation, assembly language programming, timing analysis, and I/O interfacing. Prerequisites: EE 2420 with a grade of ""C"" or better."
2071,Electrical Engineering (EE),EE 4321. Digital Systems Design Using HDL.,3,3,0,Standard Letter,"This course will cover the design of digital systems using HDL including implementation of custom microprocessor and peripheral architectures.  Prerequisite:  EE 3420 with a grade of ""C"" or better."
2072,Electrical Engineering (EE),EE 4323. Digital Image Processing.,3,3,0,Standard Letter,"This course provides the necessary fundamental techniques to analyze and process digital images. It covers principles, concepts, and techniques of digital image processing and computer vision. Prerequisite: EE 3370 and EE 3420 both with grades of ""C"" or better."
2073,Electrical Engineering (EE),EE 4331. Introduction to Machine Learning for Engineering Applications.,3,3,0,Standard Letter,"This course covers an introduction to machine learning focused on deep learning techniques using engineering applications with Python. Topics include model characteristics, neural network theory, classifiers for network and signal processing applications, regression and convolutional modeling for object-detection, time-series and forecasting machine learning models for Smart City concepts. Prerequisite: CS 1428 or CS 1342 with a grade of ""C"" or better."
2074,Electrical Engineering (EE),EE 4332. Introduction to Computer-Aided Engineering Simulation on HPC Systems.,3,3,0,Standard Letter,"This course covers the introductory development of simulations for engineering applications that are solved using High-Performance Computing environments. Topics include programming techniques for multicore processors, processor and memory architecture, computation for dense and sparse linear algebra applications, computational temperature analysis, fluid dynamics, stencil, stochastic algorithms, and other applications. Prerequisite: CS 1428 with a grade of ""C"" or better."
2075,Electrical Engineering (EE),EE 4350. Electronics II.,3,3,2,Standard Letter,"Analysis and design of integrated circuits, feedback, and frequency response. Prerequisites: EE 3350 with a grade of ""C"" or better."
2076,Electrical Engineering (EE),EE 4351. Fundamentals of Electroceramics.,3,3,2,Standard Letter,"Introduction to binary and ternary phase diagrams, non-centro-symmetric crystal structures and symmetry groups, nonlinear dielectrics (including ferroelectricity, piezoelectricity, pyroelectricity), nonlinear magnetics, oxide wideband gap semiconductors, detectors and sensors, brief introduction to MEMS, radhard electronics, and spintronics technology.  Research oriented labs related to materials processing, characterization, fabrication, and testing.  Prerequisite: ENGR 2300 with a grade of ""C"" or better and a minimum 2.25 Overall GPA. Corequisite: EE 3355 with a grade of ""C"" or better."
2077,Electrical Engineering (EE),EE 4352. Introduction to VLSI Design.,3,3,1,Standard Letter,"Analysis of design of CMOS integrated circuits. Introduction to CAD tools for VLSI design. Prerequisites: EE 3350 and [CS 2420 or EE 2420] both with grades of ""C"" or better."
2078,Electrical Engineering (EE),EE 4353. Fundamentals of Advanced Semiconductor Technology.,3,3,0,Standard Letter,"Key concepts of advanced semiconductor technology including Moore’s law, MOSFETs and CMOS, CMOS scaling, high-K gate dielectrics, new channel materials replacing silicon, three dimensional device structures, compound semiconductor MESFET, HEMT, LED, Lasers and solar cells. Prerequisite: EE 3355 with a grade of ""C"" or better."
2079,Electrical Engineering (EE),EE 4354. Flexible Electronics.,3,3,0,Standard Letter,"This course will cover the materials systems, processes, device physics and applications of flexible electronics.  The materials range from amorphous and nanocrystalline silicon, organic and polymeric semiconductors to solution cast films of carbon nanotubes.  Real device discussions include high speed transistors, photovoltaics, flexible flat-panel displays, medical image sensors, etc. Prerequisites: EE 3350 and EE 3355 and EE 4350 all with grades of ""C"" or better or instructor approval."
2080,Electrical Engineering (EE),EE 4355. Analog and Mixed Signal Design.,3,3,2,Standard Letter,"Operational amplifier design applications, feedback, offset, stability, and compensation. Introduction to random signals and noise, discrete time circuitry analog-to-digital converters, and digital-to-analog converters. Prerequisites: EE 3370 and EE 4350 both with grades of ""C"" or better."
2081,Electrical Engineering (EE),EE 4356. Power Electronics.,3,3,0,Standard Letter,"This course provides an introduction to power electronics and the use of such circuits for the control and conversion of electric power.  Topics include semiconductor power devices and characteristics, DC-DC and multilevel converters, power inverters, and AC voltage controllers.   Prerequisite: EE 4350 with a grade of ""C"" or better."
2082,Electrical Engineering (EE),EE 4357. Introduction to Power Systems.,3,3,0,Standard Letter,"This course provides an introduction to analysis of various elements of power systems, including power generation, transformer action, transmission line modeling, symmetrical components, power factor correction, real and quadrature power calculations, load flow analysis, and economic considerations in operating systems.   Prerequisite: EE 3350 with a grade of ""C"" or better."
2083,Electrical Engineering (EE),EE 4358. Introduction to Microelectromechanical Systems.,3,3,1,Standard Letter,"This course will cover fabrication techniques for microelectromechanical devices and systems as well as provide an introduction to the design of micromechanical transducers.  Co-requisite: MFGE 4392 with a grade of ""C"" or better."
2084,Electrical Engineering (EE),EE 4360. Linear Control Systems.,3,3,0,Standard Letter,"This course provides an introduction to linear continuous-time and discrete-time automatic control systems.  Topics include time and frequency domain modeling and analysis, state variable analysis, feedback, transient and steady state response, stability, and sensitivity. Prerequisite: EE 3370 and MATH 3377 both with grades of ""C"" or better."
2085,Electrical Engineering (EE),EE 4370. Communication Systems.,3,3,2,Standard Letter,"This course covers transmission of signals through linear systems, analog and digital modulation, filtering, and noise. Prerequisites: EE 3370 and IE 3320 both with grades of ""C"" or better."
2086,Electrical Engineering (EE),EE 4372. Communication Networks.,3,3,1,Standard Letter,"This course covers data communication concepts, protocols, algorithms, 7-layer OSI model, physical media, LAN architecture and components, Ethernet, TCP/IP, and related standards. Prerequisite: EE 3420 with a grade of ""C"" or better. Corequisite: EE 3370 with a grade of ""C"" or better."
2087,Electrical Engineering (EE),EE 4374. Introduction to Wireless Communication.,3,3,1,Standard Letter,"Principles, practice, and system overview of mobile systems. Modulation, demodulation, coding, encoding, and multiple access techniques. Prerequisites: EE 4370 with a grade of ""C"" or better."
2088,Electrical Engineering (EE),EE 4375. Building a Smart Grid Architecture.,3,3,0,Standard Letter,"In this course, students will learn the current 20th-century power grid structure and the key elements required to transform it to a 21st-century Smart Grid.  Topics include two-way power/data flow to monitor, control, manage and integrate traditional bulk generation and bulk/renewable/distributed generation. Prerequisite: EE 3370 with a grade of ""C"" or better."
2089,Electrical Engineering (EE),EE 4376. Introduction to Telecommunications.,3,3,1,Standard Letter,"Fundamentals of telecommunications, telephone networks, switching and transmission systems, circuit and packet switching, cell processing, and queuing theory and applications. Co-requisite: EE 4370 with a grade of ""C"" or better."
2090,Electrical Engineering (EE),EE 4377. Introduction to Digital Signal Processing.,3,3,1,Standard Letter,"Discrete systems, convolution, spectral analysis, and FIR and IIR filter design. Prerequisites: EE 3370 with a grade of ""C"" or better."
2091,Electrical Engineering (EE),EE 4378. Data Compression and Error Control Coding.,3,3,0,Standard Letter,"Introduction to information theory, information content of messages, entropy and source coding, data compression, channel capacity data translation codes, and fundamentals of error correcting codes. Corequisite: EE 4370 with a grade of ""C"" or better."
2092,Electrical Engineering (EE),EE 4390. Electrical Engineering Design I.,3,2,2,Standard Letter,"This course is a team-based design of a system or component, which will include oral presentations and written reports. (WI) Prerequisites: EE 3420 and EE 3350 and EE 3370 and IE 3320 all with grades of ""C"" or better. Corequisites: EE 4352 or EE 4356 or EE 4360 or EE 4370 any with a grade of ""C"" or better."
2093,Electrical Engineering (EE),EE 4391. Electrical Engineering Design II.,3,2,2,Standard Letter,"Advanced team-based design of a system or component, which will include oral presentations and written reports. (WI) Prerequisites: EE 4390 with a grade of ""C"" or better. Corequisite: EE 4352 or EE 4370 either with a grade of ""C"" or better."
2094,Electrical Engineering (EE),EE 4392. Microelectronics Manufacturing I.,3,3,2,Standard Letter,"This course provides an overview of integrated circuit fabrication.  This includes crystal growth, wafer preparation, epitaxial growth, oxidation, diffusion, ion-implantation, thin film deposition, lithography, etching, device and circuit formation, packaging, and testing. The laboratory component involves production and testing of a functional semiconductor device. Prerequisite: CHEM 1341 or CHEM 1335 either with a grade of ""C"" or better."
2095,Electrical Engineering (EE),EE 4394. Microelectronics Manufacturing II.,3,3,2,Standard Letter,"Topics include atomic models for diffusion, oxidation and ion implantation; topics related to thin film processes, e.g. CVD and PVD; planarization by chemical-mechanical polishing and rapid thermal processing; and process integration for bipolar and MOS device fabrication. Students will design processes and model them using a simulation. Prerequisite: EE 4392 or MFGE 4392 either with a grade of ""C"" or better."
2096,Electrical Engineering (EE),EE 4399A. Dynamic Data Acquisition and Analysis.,3,3,0,Standard Letter,"Methods for acquiring and analyzing dynamic (time-varying) data. Frequency domain analysis, analog-to-digital conversion, windowing, and digital filtering taught in the context of various industrial applications. Prerequisite: EE 3370 with a grade of ""C"" or better."
2097,Electrical Engineering (EE),EE 4399B. Overview of Information Theory and Coding.,3,3,0,Standard Letter,"Fundamentals of Information Theory, Huffman coding, image encoding techniques, Hamming and BCH error control codes, Reed-Solomon coding, convolutional codes and the Viterbi decoding algorithm. Prerequisite: EE 3370 with a grade of ""C"" or better."
2098,Electrical Engineering (EE),EE 4399I. Fundamentals of Sound Systems Engineering.,3,3,2,Standard Letter,"This course provides an introduction to sound systems engineering and its fundamental principles applied in developing audio and sound systems for various industries. This course will develop a theoretical and practical understanding of the fundamentals of sound engineering, including acoustics, audio components, sound processing, and test & measurement. Prerequisite: EE 2420 and EE 3350 and EE 3370 and PHYS 2425 all with grades of ""C"" or better."
2099,Electrical Engineering (EE),EE 5320. Advanced Computer Architecture and Arithmetic.,3,3,0,Standard Letter,"This course teaches design and analysis of high-performance computer systems, focusing on quantitative analysis of the latest processors and compilers.  Current processor architectures are surveyed for system design. Topics include instruction sets, parallelizing architectures, pipelining, I/O, memory and cache organization, parallel/vector processing, fast arithmetic units design, and implementation using HDL. Prerequisites: EE 3420 and CS 3339 both with grades of ""C"" or better or instructor approval."
2100,Electrical Engineering (EE),EE 5321. Computer-Aided Engineering Simulations on HPC Systems.,3,3,0,Standard Letter,"This course covers development of simulations for engineering applications that are solved using High Performance Computing (HPC) environments.  Topics include programming techniques for multicore processors, processor and memory architecture, computation for dense and spare linear algebra applications, computational temperature analysis, fluid dynamics, stencil and stochastic algorithms, and other applications. Prerequisite: EE 5320 with a grade of ""C"" or better."
2101,Electrical Engineering (EE),EE 5323. Digital Image Processing.,3,3,0,Standard Letter,"This course provides the necessary fundamental techniques to analyze and process digital images.  It covers principles, concepts, and techniques of digital image processing and computer vision.  Restricted to students enrolled in the MS Engineering program. Prerequisite: EE 3420 with a grade of ""C"" or better."
2102,Electrical Engineering (EE),EE 5330. Embedded and Real-Time Computing.,3,3,0,Standard Letter,"This course teaches development of embedded computing systems with strong resource constraints. Key concepts include managing constrained memory and processing speed limitations, and programming for soft and hard real-time constraints. Students will learn use of a Real-Time Operating System (RTOS). Prerequisites: EE 3420 and CS 3339 both with grades of ""C"" or better or instructor approval."
2103,Electrical Engineering (EE),EE 5331. Machine Learning for Engineering Applications.,3,3,0,Standard Letter,"This course covers an introduction to machine learning focused on deep learning techniques using engineering applications with Python. Topics include model characteristics, neural network theory, classifiers for network and signal processing applications, regression and convolutional modeling for object-detection, time-series and forecasting machine learning models for Smart City concepts. Prerequisite: ENGR 5310 with a grade of ""C"" or better."
2104,Electrical Engineering (EE),EE 5350. Advanced Electronic Circuit Design.,3,3,0,Standard Letter,"This course includes low and high power RF amplifier design techniques, oscillators, FM demodulators, limiters, and mixer design.  Additional topics include circuit design to minimize intermodulation and other forms of distortion, and RD and high-speed analog circuits with emphasis on digital-friendly applications.  Prerequisite: EE 4350 with a grade of ""C"" or better or instructor approval."
2105,Electrical Engineering (EE),EE 5353. Fundamentals of Advanced Semiconductor Technology.,3,3,0,Standard Letter,"In this course students will learn key concepts and trends of advanced semiconductor device technology. Topics include Moore’s law, MOSFET, CMOS and scaling, high-K gate dielectrics, new channel materials replacing silicon, three dimensional and compound semiconductor device structures. In addition students will be involved in laboratories and seminar presentations.  Prerequisite: Instructor approval."
2106,Electrical Engineering (EE),EE 5354. Flexible Electronics.,3,3,0,Standard Letter,"This course will cover the materials systems, processes, device physics and applications of flexible electronics. The materials range from amorphous and nanocrystalline silicon, organic and polymeric semiconductors to solution cast films of carbon nanotubes. Real device discussions include high speed transistors, photovoltaics, flexible flat-panel displays, medical image sensors, etc.   Prerequisite: Instructor approval."
2107,Electrical Engineering (EE),EE 5355. Electronic Materials and Devices.,3,3,0,Standard Letter,"This course covers theoretical concepts applicable to the understanding of unique properties exhibited by electronic materials, especially by dielectrics, oxide semiconductors, ferroelectrics, pyroelectrics, piezoelectrics, magnetic, and multifunctional and multiferroic materials.  The various microelectronic devices and modern novel technologies based on these materials are emphasized. Prerequisite: EE 3350 with a grade of ""B"" or better or instructor approval."
2108,Electrical Engineering (EE),EE 5360. Thin Film Technology.,3,3,0,Standard Letter,"This course covers the theoretical and practical aspects of thin film technology in modern devices. The design and fabrication of thin film heterostructures is discussed. Growth and nucleation of epitaxial thin films with diverse properties and devices with combined properties will be emphasized. Prerequisite: EE 3350 with a grade of ""B"" or better or instructor approval."
2109,Electrical Engineering (EE),EE 5372. Advanced Networking.,3,3,0,Standard Letter,"This course develops important theoretical and application topics related to advanced networking. Theoretical topics are introduced using mathematical treatments, including queuing theory and some random processes. The course includes applications of these topics to communications networks, and focuses on architectures, applications and technologies which affect modern computer and data networks."
2110,Electrical Engineering (EE),EE 5374. Introduction to Wireless Communication.,3,3,0,Standard Letter,"This course teaches principles and practices in designing and analyzing cellular and other wireless communication systems. Topics include RF propagation modeling, fast and slow fading, modulation, demodulation, coding, and multiple access techniques. Prerequisite: EE 4370 with a grade of ""C"" or better."
2111,Electrical Engineering (EE),EE 5375. Smart Grid: an Application Development Platform.,3,3,0,Standard Letter,"In this course, students will learn how to develop real applications for the smart grid and model its performance with simulations and stochastic models. Topics include energy informatics, smart metering, home energy management, demand response, load disaggregation and APIs/OpenData. The mathematical tools used include: Optimization/Control, Machine Learning and Stochastic Processes. Prerequisites: EE 3370 with a grade of ""C"" or better."
2112,Electrical Engineering (EE),EE 5377. Statistical Signal Processing.,3,3,0,Standard Letter,"This course develops the theory and applications of random processes using mathematical treatments, including elementary discrete and continuous time linear systems theory, elementary probability, and transform theory. Topics include applications of random processes to information and communication theory, estimation and detection, control, signal processing, and stochastic systems theory. Prerequisite: ENGR 5310 with a grade of ""C"" or better or instructor approval."
2113,Electrical Engineering (EE),"EE 5398A. Antenna Theory, Design and Applications.",3,3,0,Standard Letter,"This course covers the basic theory, design and applications of antennas. The topics include antenna radiation, fundamental parameters of antennas, linear wire antennas, loop antennas, antenna arrays, long-periodic antennas, horn antennas, microstrip antennas and modern nano-antennas. Prerequisite: EE 3340 or EE 3370 either with a grade of ""C"" or better or instructor approval."
2114,Electrical Engineering (EE),EE 5398B. Electronic Materials and Beyond for Sustainable Energy.,3,3,0,Standard Letter,"This course covers the basic science and technology for sustainable energy from the view of materials, where electronic materials are highly emphasized. The topics include solar cells, thermoelectrics, batteries, supercapacitors, artificial photosynthesis, fuel cells, biomass and nuclear energy. Prerequisite: EE 3355 with a grade of ""B"" or better."
2115,Electrical Engineering (EE),EE 5398C. Multimedia Signal Processing.,3,3,0,Standard Letter,"This course covers theory and applications of digital signal processing to multimedia signals, including speech, audio, image, and video. Key concepts and algorithms are discussed first, followed by a review of relevant industry standards. Hardware architectures and real-time implementation concepts appropriate for multimedia signals are also included. Prerequisites: EE 3370 and [EE 4323 or EE 4377] both with grades of ""C"" or better or instructor approval."
2116,Electrical Engineering (EE),EE 5398D. Electroceramics.,3,3,2,Standard Letter,"This course covers binary and ternary phase diagrams, non-centro-symmetric crystal structures and symmetry groups, nonlinear dielectrics (ferroelectricity, piezoelectricity, pyroelectricity), nonlinear magnetics, oxide wideband gap semiconductors, detectors and sensors, introduction to MEMS, radhard electonics, and spintronics technology. Labs and additional research-oriented instruction are related to materials processing, characterization, fabrication, and testing. Prerequisite: EE 3355 with a grade of ""B"" or better or instructor approval."
2117,Engineering (ENGR),ENGR 1304. Engineering Graphics.,3,2,2,Standard Letter,"This course covers the introduction to computer-aided drafting using CAD software and sketching to generate two- and three-dimensional drawings based on the conventions of engineering graphical communication in the tools and techniques utilized to produce various types of working drawings. Principles of multiview projections, geometric relationships, shape and size description, and pictorial methods are included with emphasis on technical applications and design problem solving."
2118,Engineering (ENGR),ENGR 2300. Materials Engineering.,3,3,0,Standard Letter,"Course topics include structure, properties and behavior of engineering materials including metals, polymers, composites and ceramics. Mechanical, electrical, magnetic, thermal, and optical properties are covered. Prerequisites: [CHEM 1135 or CHEM 1141] and [CHEM 1335 or CHEM 1341] both with grades of ""D"" or better."
2119,Engineering (ENGR),ENGR 2301. Statics.,3,3,0,Standard Letter,"This course covers the theory of engineering mechanics.  Topics include forces, moments, and couples acting on stationary engineering structures.  Additionally, two and three dimensional equilibrium, free0body diagrams, friction, centroids, and centers of gravity are covered. Prerequisite: PHYS 1430 with a grade of ""C"" or better. Corequisite: MATH 2472 or MATH 2473 either with a grade of ""C"" or better."
2120,Engineering (ENGR),ENGR 2302. Dynamics.,3,3,0,Standard Letter,"This course introduces the fundamentals of kinematics and kinetics of individual particles, systems of particles, and rigid bodies. Topics include the rectilinear, curvilinear, and general motion, Newton's laws of motion, work and energy relationship, principles of impulse and momentum, and application of kinetics and kinematics to the solution of engineering problems. Prerequisite: ENGR 2301 and MATH 2472 both with grades of ""C"" or better."
2121,Engineering (ENGR),ENGR 3190. Cooperative Education.,1,0,4,Standard Letter,"This course provides special problems in engineering for cooperative education students. Problems are related to the student’s work assignment and culminate in an industrial supervisor's evaluation and technical report or presentation. The course may be repeated up to 3 times, and 2 to 3 credits apply towards a program elective.  Prerequisite: Minimum 2.25 Overall GPA."
2122,Engineering (ENGR),ENGR 3290. Advanced Cooperative Education.,2,0,4,Standard Letter,"This course provides advanced problems in engineering for cooperative education students. Problems are related to the student's work assignment and culminate in an industrial supervisor's evaluation and technical report. This course may be taken up to two times for a maximum of 4 credits applied towards advanced engineering electives. Prerequisite: A minimum 2.25 Overall GPA; ENGR 3190 with a grade of ""D"" or better."
2123,Engineering (ENGR),ENGR 3311. Mechanics of Materials.,3,3,1,Standard Letter,"This course covers the principles of the mechanics of materials and includes the following topics: stress and strain; elastic modulus and Poisson's ratio; constitutive equations; torsion; bending; axial, shear and bending moment diagrams; deflection of beams; and stability of columns. Prerequisite: ENGR 3375 or ENGR 2301 with a grade of ""D"" or better."
2124,Engineering (ENGR),ENGR 3315. Engineering Economic Analysis.,3,3,0,Standard Letter,"Interest formulas, economic equivalence, rate of return analysis, techniques of economic analysis for engineering decisions and an introduction to cost estimation. Prerequisite: MATH 1315 or MATH 2417 or MATH 2471 any with a grade of ""D"" or better."
2125,Engineering (ENGR),ENGR 3373. Circuits and Devices.,3,3,1,Standard Letter,"Topics include circuit analysis and network theorems with emphasis on applications of analog and digital electronic devices, transducers, sensors, and electromechanical devices. Prerequisite: PHYS 2425 and [CS 1428 or CS 1342] both with grades of ""D"" or better."
2126,Engineering (ENGR),ENGR 3380. Fluid Mechanics.,3,3,2,Standard Letter,"This course is an introduction to fluid motion.  Fluid flow, pressure, energy, and momentum are examined.  Dimensional analysis is also covered. Sensing devices used to monitor a fluid are discussed.  Students will learn to follow standard laboratory procedures, perform data acquisition, conduct data analysis, and visualize test data. Prerequisite: ENGR 3375 and MATH 3323 both with grades of ""C"" or better."
2127,Engineering (ENGR),ENGR 4390. Internship.,3,0,2,Standard Letter,Supervised on-the-job professional learning experience in engineering and other technical areas. This course provides practical work experience in their particular field of interest.
2128,Engineering (ENGR),ENGR 4395. Independent Studies in Engineering.,3,3,0,Standard Letter,Open to undergraduate students on an independent basis by arrangement with the faculty member concerned.
2129,Engineering (ENGR),ENGR 5100. Seminar in Engineering.,1,1,0,Credit/No Credit,Graduate students attend seminars by invited speakers presenting relevant topics in academia and industry. The schedule of speakers will be developed each semester with strict faculty supervision. This course may only be taken for credit one time.
2130,Engineering (ENGR),ENGR 5101. Academic Instruction for Engineering Graduate Assistants.,1,1,0,Leveling/Assistantships,This course is seminar based and covers topics related to teaching and employment responsibilities. Completion of this course is required as a condition of employment for graduate assistants. This course does not earn graduate degree credit.
2131,Engineering (ENGR),ENGR 5105. Engineering Internship.,1,0,1,Credit/No Credit,"This course is a faculty-supervised, experiential, work-integrated learning course intended to help the student acquire engineering curriculum-related industrial experience and hence successfully make the transition into the workforce.  Course cannot be counted toward graduation.  Course may be repeated once. Prerequisite: Instructor approval."
2132,Engineering (ENGR),ENGR 5198B. Project.,1,1,0,Credit/No Credit,This course represents a student's continuing project enrollments. The student continues to enroll in this course until the project is completed. Prerequisite: Instructor approval.
2133,Engineering (ENGR),ENGR 5199B. Thesis.,1,1,0,Credit/No Credit,This course represents a student's continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding.
2134,Engineering (ENGR),ENGR 5298B. Project.,2,2,0,Credit/No Credit,This course represents a student's continuing project enrollments. The student continues to enroll in this course until the project is completed.
2135,Engineering (ENGR),ENGR 5299B. Thesis.,2,2,0,Credit/No Credit,This course represents a student's continuing thesis enrollments. The student continues to enroll in this course until the thesis is submitted for binding.
2136,Engineering (ENGR),"ENGR 5310. Probability, Random Variables, & Stochastic Processes for Engineers.",3,3,0,Standard Letter,"This course develops theory underlying analysis and design of systems. Fundamental distributional concepts, applications of statistical methods, and theory of stochastic processes are introduced to create a foundation for mathematical analysis of physical systems involving randomness. Applications to engineering topics are taught, including estimation, control, and systems theory. Prerequisite: IE 3320 with a grade of ""C"" or better or instructor approval."
2137,Engineering (ENGR),ENGR 5322. Low Impact Development and Green Infrastructure.,3,3,0,Standard Letter,"This course covers the principles and practices of Low Impact Development and Green Infrastructure (LID/GI) for sustainable development and water sustainability through rain harvesting, small systems, resource recovery, and technology-enhanced innovation."
